"name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"Harvey, Mr. Herbert Gifford","male",34,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"Hatch, Mr. Hugh","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hawkesworth, Mr. James","male",52,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hawkesworth, Mr. William Walter","male",43,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hayter, Mr. Arthur","male",45,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Head, Mr. Alfred","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hebb, Mr. William Albert","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Heinen, Mr. Joseph Dominichus","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hemming, Mr. Samuel Ernest","male",43,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Hendrickson, Mr. Charles Osker","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Hendy, Mr. Edward Martin","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Hensford, Mr. Herbert George Ernest","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hesketh, Mr. John Henry","male",33,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Heslin, Mr. James","male",45,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hewitt, Mr. Thomas","male",37,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Hichens, Mr. Robert","male",29,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Hill, Mr. H. P.","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hill, Mr. James","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hill, Mr. James Colston","male",43,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Hinckley, Mr. George Herbert","male",40,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hine, Mr. William Edward","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hinton, Mr. Stephen William","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hiscock, Mr. Sydney George","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hoare, Mr. Leonard James","male",19,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Hodge, Mr. Charley","male",29,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Hodges, Mr. W.","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hodgkinson, Mr. Leonard","male",46,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Hogg, Mr. Charles William","male",43,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hogg, Mr. George Alfred","male",29,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Hogue, Mr. E.","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Holland, Mr. Thomas","male",28,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Holloway, Mr. Sidney","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Holman, Mr. Harry","male",29,"deck crew","B","England",NA,NA,NA,NA,"no"
"Hopgood, Mr. Roland John C.","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hopkins, Mr. Frederick William","male",15,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hopkins, Mr. Robert John","male",40,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Horswill, Mr. Albert Edward James","male",33,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Hosgood, Mr. Richard William","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hosking, Mr. George Fox","male",36,"engineering crew","B","England",NA,NA,NA,NA,"no"
"House, Mr. William John","male",38,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Howell, Mr. Arthur Albert","male",31,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Hughes, Mr. William Thomas","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Humby, Mr. Frederick Charles","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Humphreys, Mr. Humphrey","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Humphreys, Mr. Sidney","male",53,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Hunt, Mr. Albert Sylvanus","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Hunt, Mr. Tom","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hurst, Mr. Charles John","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Hurst, Mr. Walter","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Hutchinson, Mr. James","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Hutchinson, Mr. John Hall","male",28,"deck crew","B","England",NA,NA,NA,NA,"no"
"Hyland, Mr. James Leo","male",19,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Ide, Mr. Harry John","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ingram, Mr. George","male",19,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ingrouille, Mr. Henry","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ings, Mr. William Ernest","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Instance, Mr. T.","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Jackopson, Mr. John Henry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Jackson, Mr. Cecil","male",22,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Jago, Mr. Joseph","male",59,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Jaillet, Mr. Henri Marie","male",38,"restaurant staff","S","France",NA,NA,NA,NA,"no"
"James, Mr. Thomas","male",27,"engineering crew","S","Wales",NA,NA,NA,NA,"no"
"Janaway, Mr. William Frank","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Janin, Mr. Claude Marie","male",29,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Jeffery, Mr. William Alfred","male",28,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Jenner, Mr. Thomas Henry (Harry)","male",55,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Jensen, Mr. Charles Valdemar","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Jessop, Miss. Violet Constance","female",24,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Jewell, Mr. Archie","male",23,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Joas, Mr. N.","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Johnston, Mr. James","male",41,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Jones, Mr. Albert Hugh Brabner","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Jones, Mr. Arthur Ernest","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Jones, Mr. Harry Owen G.","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Jones, Mr. Thomas William","male",32,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Jones, Mr. Victor Reginald","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Jouannault, Mr. Georges Jules","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Joughin, Mr. Charles John","male",32,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Judd, Mr. Charles Edward","male",31,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Jukes, Mr. Henry James","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Jupe, Mr. Boykett Herbert","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Kasper, Mr. Franz Wilhelm","male",40,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Kearl, Mr. Charles Henry","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Kearl, Mr. George Edward","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Keen, Mr. Percy Edward","male",30,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Kelland, Mr. Thomas","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Kelly, Mr. William","male",23,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"Kemish, Mr. George","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Kemp, Mr. Thomas Hulman","male",43,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Kenchenten, Mr. Frederick Charles","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Kennell, Mr. Charles","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Kenzler, Mr. August","male",44,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Kerley, Mr. William Thomas","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Kerr, Mr. Thomas Russell","male",26,"engineering crew","S","Scotland",NA,NA,NA,NA,"no"
"Ketchley, Mr. Henry","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Kieran, Mr. Edgar Michael","male",34,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"Kieran, Mr. James William","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"King, Mr. Alfred John Moffett","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"King, Mr. Ernest Waldron","male",28,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"King, Mr. G.","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"King, Mr. Thomas Walter","male",42,"deck crew","S","England",NA,NA,NA,NA,"no"
"Kingscote, Mr. William Ford","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Kinsella, Mr. Louis","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Kirkaldy, Mr. Thomas Benjamin","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Kirkham, Mr. James","male",43,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Kitching, Mr. Arthur Alfred","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Klein, Mr. Herbert","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Knight, Mr. George","male",49,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Knight, Mr. Leonard George","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Knowles, Mr. Thomas","male",43,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Lacey, Mr. Bertie William","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Lahy, Mr. T.","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Lake, Mr. William","male",46,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Lane, Mr. Albert Edward","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Latimer, Mr. Andrew","male",55,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Lavington, Miss. Elizabeth","female",40,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Lawrence, Mr. Arthur","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Leader, Mr. Archibald","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Leather, Mrs. Elizabeth Mary","female",50,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Lee, Mr. H.","male",18,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Lee, Mr. Henry Reginald","male",29,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Lee, Mr. Reginald Robinson","male",41,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Lefebvre, Mr. Paul Georges","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Leonard, Mr. Matthew","male",25,"victualling crew","B","United States",NA,NA,NA,NA,"no"
"Levett, Mr. George Alfred","male",26,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Lewis, Mr. Arthur Ernest Read","male",27,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Light, Mr. Charles Edward","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Light, Mr. Christopher William","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Light, Mr. W.","male",47,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Lightoller, Mr. Charles Herbert","male",38,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Lindsay, Mr. William Charles","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Littlejohn, Mr. Alexander James","male",40,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Lloyd, Mr. Humphrey","male",41,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Lloyd, Mr. William","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Locke, Mr. A.","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Long, Mr. Frank","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Long, Mr. William","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Longmuir, Mr. John Dickson","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Lovell, Mr. John","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Lowe, Mr. Harold Godfrey","male",29,"deck crew","B","Wales",NA,NA,NA,NA,"yes"
"Lucas, Mr. William Arthur","male",25,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Lucas, Mr. William Watson","male",31,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Lydiatt, Mr. Charles","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Lyons, Mr. William Henry","male",26,"deck crew","S","Ireland",NA,NA,NA,NA,"no"
"Mabey, Mr. John Charles","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"MacKie, Mr. George William","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Mackie, Mr. William Dickson","male",32,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"Major, Mr. Thomas Edgar","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Major, Mr. William James","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Mantle, Mr. Roland Frederick","male",40,"victualling crew","S","England",NA,NA,NA,NA,"no"
"March, Mr. John Starr","male",50,"victualling crew","S","United States",NA,NA,NA,NA,"no"
"Marett, Mr. George John","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Marks, Mr. James","male",27,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"Marriott, Mr. John William","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Marsden, Miss. Evelyn","female",28,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Marsh, Mr. Frederick Charles","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Martin, Miss. Mabel Elvina","female",20,"restaurant staff","S","England",NA,NA,NA,NA,"yes"
"Martin, Mrs. Annie Martha","female",39,"victualling crew","S","Channel Islands",NA,NA,NA,NA,"yes"
"Maskell, Mr. Leopold Adolphus","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Mason, Mr. Frank Archibald Robert","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Mason, Mr. J.","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Matherson, Mr. David","male",30,"deck crew","S","England",NA,NA,NA,NA,"no"
"Mathias, Mr. Montague Vincent","male",29,"deck crew","S","Wales",NA,NA,NA,NA,"no"
"Mattmann, Sig. Adolf","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Mauge, Mr. Paul Achille Maurice Germain","male",25,"restaurant staff","S","England",NA,NA,NA,NA,"yes"
"Maxwell, Mr. John","male",30,"deck crew","B","England",NA,NA,NA,NA,"no"
"May, Mr. Arthur William","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"May, Mr. Arthur William","male",59,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Maynard, Mr. Isaac Hiram","male",31,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Mayo, Mr. William Peter","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Maytum, Mr. Alfred","male",53,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Mayzes, Mr. Thomas Jubilee","male",25,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"McAndrew, Mr. Thomas Patrick","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"McAndrews, Mr. William","male",23,"engineering crew","S",NA,NA,NA,NA,NA,"no"
"McCarthy, Mr. Frederick James","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"McCarthy, Mr. William","male",47,"deck crew","S","Ireland",NA,NA,NA,NA,"yes"
"McCastlan, Mr. W.","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"McCawley, Mr. Thomas W.","male",36,"victualling crew","B","Scotland",NA,NA,NA,NA,"no"
"McElroy, Mr. Hugh Walter","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"McGann, Mr. James","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"McGarvey, Mr. Edward Joseph","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"McGaw, Mr. Erroll Victor","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"McGough, Mr. George Francis 'Paddy'","male",36,"deck crew","S","Ireland",NA,NA,NA,NA,"yes"
"McGrady, Mr. James","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"McInerney, Mr. Thomas","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"McIntyre, Mr. William","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"McKay, Mr. Charles Donald","male",30,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"McLaren, Mrs. Hypatia","female",40,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"McMicken, Mr. Arthur","male",23,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"McMicken, Mr. Benjamin Tucker","male",21,"victualling crew","B","England",NA,NA,NA,NA,"no"
"McMullin, Mr. John Richard","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"McMurray, Mr. William","male",44,"victualling crew","B","England",NA,NA,NA,NA,"no"
"McQuillan, Mr. William","male",26,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"McRae, Mr. William Alexander","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"McReynolds, Mr. William","male",22,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"Mellor, Mr. Arthur","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Middleton, Mr. Alfred Pirrie","male",27,"engineering crew","B","Ireland",NA,NA,NA,NA,"no"
"Middleton, Mr. Mark Victor","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Milford, Mr. George","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Millar, Mr. Robert","male",26,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"Millar, Mr. Thomas","male",32,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"Mills, Mr. Christopher","male",51,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Mintram, Mr. William","male",46,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Mishellany, Mr. Abraham Mansoor","male",53,"victualling crew","B","Lebanon",NA,NA,NA,NA,"no"
"Mitchell, Mr. Lorenzo (Lawrence) Horace","male",19,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Monrós, Sr. Joan Javier","male",20,"restaurant staff","S","Spain",NA,NA,NA,NA,"no"
"Monteverdi, Sig. Giovanni","male",23,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Moody, Mr. James Paul","male",24,"deck crew","B","England",NA,NA,NA,NA,"no"
"Moore, Mr. Alfred Ernest","male",39,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Moore, Mr. George Alfred","male",32,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Moore, Mr. John J.","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Moore, Mr. Ralph","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Moores, Mr. Richard Henry","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Morgan (Bird), Mr. Charles Frederick","male",42,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Morgan, Mr. Arthur Herbert","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Morgan, Mr. Thomas A.","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Morris, Mr. Arthur","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Morris, Mr. Frank Herbert","male",28,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Morris, Mr. William Edward","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Moss, Mr. William","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Moyes, Mr. William Young","male",24,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"Müller, Mr. Ludwig","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Mullin, Mr. Thomas","male",20,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"Murdoch, Mr. William McMaster","male",39,"deck crew","B","Scotland",NA,NA,NA,NA,"no"
"Nannini, Sig. Francesco Luigi Arcangelo","male",42,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"Neal, Mr. Bentley Harold","male",26,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Nettleton, Mr. George Walter","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Newman, Mr. Charles Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Nicholls, Mr. Sidney","male",39,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Nichols, Mr. Alfred William Stanley","male",48,"deck crew","B","Australia",NA,NA,NA,NA,"no"
"Nichols, Mr. Arthur","male",46,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Nichols, Mr. Walter Henry","male",35,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Niven, Mr. John Brown","male",30,"engineering crew","S","Scotland",NA,NA,NA,NA,"no"
"Noon, Mr. John Thomas","male",42,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Norris, Mr. James","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Noss, Mr. Bertram Arthur","male",21,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Noss, Mr. Henry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Nutbean, Mr. William","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"O'Connor, Mr. John","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"O'Connor, Mr. Thomas Peter","male",44,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Olive, Mr. Charles","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Olive, Mr. Ernest Roskelly","male",27,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Oliver, Mr. H.","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Olliver, Mr. Alfred John","male",27,"deck crew","B","Channel Islands",NA,NA,NA,NA,"yes"
"O'Loughlin, Dr. William Francis Norman","male",63,"deck crew","B","England",NA,NA,NA,NA,"no"
"Orpet, Mr. Walter Hayward","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Orr, Mr. James","male",39,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"Osborne, Mr. William Edward","male",32,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Osman, Mr. Frank","male",27,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Othen, Mr. Charles Alfred","male",36,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Owen, Mr. Lewis","male",43,"victualling crew","S","Wales",NA,NA,NA,NA,"no"
"Pacey, Mr. Reginald lvan","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Pachera, Sig. Jean Baptiste Stanislas","male",19,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Paice, Mr. Richard Charles John","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Painter, Mr. Charles","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Painter, Mr. Frank","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Paintin, Mr. James Arthur","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Palles, Mr. Thomas Henry Michael","male",45,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Parsons, Mr. Edward","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Parsons, Mr. Frank Alfred","male",27,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Parsons, Mr. Richard Henry","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Pascoe, Mr. Charles H.","male",45,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Pearce, Mr. Alfred Emest","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Pearce, Mr. John","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Pearcey, Mr. Albert Victor","male",25,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Pedrini, Sig. Alessandro","male",21,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Pelham, Mr. George","male",39,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Pennal, Mr. Thomas Frederick Cohen","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Penny, Mr. William Farr","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Penrose, Mr. John Poole","male",49,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Peracchio, Sig. Alberto","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Peracchio, Sig. Sebastiano","male",17,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Perkins, Mr. Laurence Alexander","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Perkis, Mr. Walter John","male",37,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Perotti, Sig. Alfonso","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Perren, Mr. William Charles","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Perriton, Mr. Hubert Prouse","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Perry, Mr. Edgar Lionel","male",19,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Perry, Mr. Henry Frederick","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Peters, Mr. William Chapman","male",26,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Petty, Mr. Edwin Henry","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Pfropper, Mr. Richard Paul Jozef","male",30,"victualling crew","S","Germany",NA,NA,NA,NA,"yes"
"Phillimore, Mr. Harold Charles William","male",23,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Phillips, Mr. A. George","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Phillips, Mr. John George","male",25,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Phillips, Mr. Walter John","male",35,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Piatti, Sig. Louis","male",17,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Piazza, Sig. Pompeo Gaspro","male",33,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Pitfield, Mr. William James","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Pitman, Mr. Herbert John","male",34,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Platt, Mr. Wilfred George","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Podesta, Mr. Alfred John Alexander","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Poggi, Sig. Emilio","male",28,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Poingdestre, Mr. John Thomas","male",33,"deck crew","S","Channel Islands",NA,NA,NA,NA,"yes"
